ID,route_id,customer_number,depot_code,customer_code,direction,distance_km,time_distance_min
40,2946091,20,1000,132462,CUSTOMER->DEPOT,22.775,25.223
41,2946091,21,1000,922334,DEPOT->CUSTOMER,28.979,37.29
42,2946091,21,1000,922334,CUSTOMER->DEPOT,28.979,37.29
43,2946091,22,1000,15221,DEPOT->CUSTOMER,65.466,68.288
44,2946091,22,1000,15221,CUSTOMER->DEPOT,65.549,68.365
45,2946091,23,1000,136836,DEPOT->CUSTOMER,30.126,32.043
46,2946091,23,1000,136836,CUSTOMER->DEPOT,30.17,32.087
47,2946091,24,1000,10825,DEPOT->CUSTOMER,23.633,27.291
48,2946091,24,1000,10825,CUSTOMER->DEPOT,23.401,27.038
49,2946091,25,1000,921872,DEPOT->CUSTOMER,21.07,24.123
50,2946091,25,1000,921872,CUSTOMER->DEPOT,21.064,24.112
51,2946091,26,1000,138142,DEPOT->CUSTOMER,65.406,67.309
52,2946091,26,1000,138142,CUSTOMER->DEPOT,65.376,67.276
53,2946091,27,1000,923142,DEPOT->CUSTOMER,24.327,46.266
54,2946091,27,1000,923142,CUSTOMER->DEPOT,24.327,46.266
55,2946091,28,1000,1118,DEPOT->CUSTOMER,46.679,51.986
56,2946091,28,1000,1118,CUSTOMER->DEPOT,46.843,52.448
57,2946091,29,1000,144680,DEPOT->CUSTOMER,47.51,49.445
58,2946091,29,1000,144680,CUSTOMER->DEPOT,47.593,49.533
59,2946091,30,1000,143559,DEPOT->CUSTOMER,65.386,67.65
60,2946091,30,1000,143559,CUSTOMER->DEPOT,65.746,68.629
61,2946091,31,1000,131332,DEPOT->CUSTOMER,65.013,67.166
62,2946091,31,1000,131332,CUSTOMER->DEPOT,65.096,67.243
63,2946091,32,1000,131334,DEPOT->CUSTOMER,65.736,68.112
64,2946091,32,1000,131334,CUSTOMER->DEPOT,65.923,68.706
65,2946091,33,1000,131336,DEPOT->CUSTOMER,54.394,58.927
66,2946091,33,1000,131336,CUSTOMER->DEPOT,54.477,59.004
67,2946091,34,1000,131337,DEPOT->CUSTOMER,65.945,68.387
68,2946091,34,1000,131337,CUSTOMER->DEPOT,66.426,69.377
69,2946091,35,1000,2038,DEPOT->CUSTOMER,30.608,32.032
70,2946091,35,1000,2038,CUSTOMER->DEPOT,30.652,32.076
71,2946091,36,1000,131469,DEPOT->CUSTOMER,46.361,51.26
72,2946091,36,1000,131469,CUSTOMER->DEPOT,46.278,51.183
73,2946091,37,1000,739,DEPOT->CUSTOMER,39.269,41.987
74,2946091,37,1000,739,CUSTOMER->DEPOT,39.778,42.284
75,2946091,38,1000,738,DEPOT->CUSTOMER,50.717,55.759
76,2946091,38,1000,738,CUSTOMER->DEPOT,51.021,55.759
77,2946091,39,1000,7521,DEPOT->CUSTOMER,30.747,32.098
78,2946091,39,1000,7521,CUSTOMER->DEPOT,30.791,32.142
79,2946091,40,1000,7930,DEPOT->CUSTOMER,47.035,54.208
80,2946091,40,1000,7930,CUSTOMER->DEPOT,47.532,54.472
81,2946091,41,1000,7935,DEPOT->CUSTOMER,56.861,59.752
82,2946091,41,1000,7935,CUSTOMER->DEPOT,57.343,60.016
83,2946091,42,1000,7945,DEPOT->CUSTOMER,56.641,60.258
84,2946091,42,1000,7945,CUSTOMER->DEPOT,58.145,61.226
85,2946091,43,1000,7959,DEPOT->CUSTOMER,66.025,67.914
86,2946091,43,1000,7959,CUSTOMER->DEPOT,66.129,68.024
87,2946091,44,1000,15203,CUSTOMER->DEPOT,46.318,51.216
88,2946091,44,1000,15203,DEPOT->CUSTOMER,46.24,51.337
89,2946091,45,1000,15208,CUSTOMER->DEPOT,20.822,22.11
90,2946091,45,1000,15208,DEPOT->CUSTOMER,21.342,22.638
91,2946091,46,1000,15253,CUSTOMER->DEPOT,21.491,23.683
92,2946091,46,1000,15253,DEPOT->CUSTOMER,21.503,23.452
93,2946091,47,1000,143115,CUSTOMER->DEPOT,30.957,33.022
94,2946091,47,1000,143115,DEPOT->CUSTOMER,30.954,33.022
95,2946091,48,1000,921336,CUSTOMER->DEPOT,21.244,23.122
96,2946091,48,1000,921336,DEPOT->CUSTOMER,21.254,23.111
97,2946091,49,1000,137670,CUSTOMER->DEPOT,53.08,57.926
98,2946091,49,1000,137670,DEPOT->CUSTOMER,52.776,57.915
99,2946091,50,1000,921733,CUSTOMER->DEPOT,30.867,32.285
100,2946091,50,1000,921733,DEPOT->CUSTOMER,30.823,32.241
101,2946091,51,1000,142110,CUSTOMER->DEPOT,67.229,69.663
102,2946091,51,1000,142110,DEPOT->CUSTOMER,66.317,68.992
103,2946091,52,1000,139187,CUSTOMER->DEPOT,30.23,32.186
104,2946091,52,1000,139187,DEPOT->CUSTOMER,30.228,32.186
105,2946091,53,1000,1934,CUSTOMER->DEPOT,63.268,65.219
106,2946091,53,1000,1934,DEPOT->CUSTOMER,63.226,65.175
107,2946091,54,1000,922075,CUSTOMER->DEPOT,45.567,50.182
108,2946091,54,1000,922075,DEPOT->CUSTOMER,45.875,50.501
109,2946091,55,1000,922805,CUSTOMER->DEPOT,45.701,50.325
110,2946091,55,1000,922805,DEPOT->CUSTOMER,45.741,50.358
111,2946091,56,1000,922327,CUSTOMER->DEPOT,20.19,21.197
112,2946091,56,1000,922327,DEPOT->CUSTOMER,20.386,21.406
113,2946091,57,1000,136510,CUSTOMER->DEPOT,54.857,57.574
114,2946091,57,1000,136510,DEPOT->CUSTOMER,54.375,57.299
115,2946091,58,1000,139168,CUSTOMER->DEPOT,31.964,35.409
116,2946091,58,1000,139168,DEPOT->CUSTOMER,31.488,35.145
117,2946091,59,1000,923589,CUSTOMER->DEPOT,42.856,47.432
118,2946091,59,1000,923589,DEPOT->CUSTOMER,42.933,47.509
119,2946091,60,1000,923590,CUSTOMER->DEPOT,20.522,21.824
120,2946091,60,1000,923590,DEPOT->CUSTOMER,20.815,22.033
121,2946091,61,1000,593,CUSTOMER->DEPOT,55.069,57.662
122,2946091,61,1000,593,DEPOT->CUSTOMER,54.588,57.387
123,2946091,62,1000,1439,CUSTOMER->DEPOT,22.757,25.146
124,2946091,62,1000,1439,DEPOT->CUSTOMER,22.291,24.893
125,2946091,63,1000,922197,CUSTOMER->DEPOT,44.848,49.5
126,2946091,63,1000,922197,DEPOT->CUSTOMER,44.925,49.577
127,2946091,64,1000,1654,CUSTOMER->DEPOT,51.925,53.625
128,2946091,64,1000,1654,DEPOT->CUSTOMER,51.842,53.548
129,2946091,65,1000,131249,CUSTOMER->DEPOT,21.168,22.693
130,2946091,65,1000,131249,DEPOT->CUSTOMER,21.321,22.726
131,2946091,66,1000,131250,CUSTOMER->DEPOT,23.085,26.587
132,2946091,66,1000,131250,DEPOT->CUSTOMER,22.484,26.103
133,2946091,67,1000,131247,CUSTOMER->DEPOT,21.49,24.035
134,2946091,67,1000,131247,DEPOT->CUSTOMER,21.967,24.002
135,2946091,68,1000,131248,CUSTOMER->DEPOT,30.644,34.254
136,2946091,68,1000,131248,DEPOT->CUSTOMER,30.658,34.287
137,2946091,69,1000,921003,CUSTOMER->DEPOT,21.247,23.133
138,2946091,69,1000,921003,DEPOT->CUSTOMER,21.248,23.122
139,2946091,70,1000,922910,CUSTOMER->DEPOT,58.224,61.391
140,2946091,70,1000,922910,DEPOT->CUSTOMER,56.72,60.434
141,2946091,71,1000,132531,CUSTOMER->DEPOT,19.963,21.417
142,2946091,71,1000,132531,DEPOT->CUSTOMER,19.958,21.406
143,2946091,72,1000,144561,CUSTOMER->DEPOT,46.59,52.096
144,2946091,72,1000,144561,DEPOT->CUSTOMER,46.706,52.206
145,2946091,73,1000,1644,CUSTOMER->DEPOT,23.64,26.103
146,2946091,73,1000,1644,DEPOT->CUSTOMER,23.152,25.828
147,2946091,74,1000,606,CUSTOMER->DEPOT,34.48,35.992
148,2946091,74,1000,606,DEPOT->CUSTOMER,34.397,35.904
149,2946091,75,1000,923951,CUSTOMER->DEPOT,65.41,67.309
150,2946091,75,1000,923951,DEPOT->CUSTOMER,65.368,67.276
151,2946091,76,1000,10538,CUSTOMER->DEPOT,65.411,67.309
152,2946091,76,1000,10538,DEPOT->CUSTOMER,65.369,67.276
153,2946091,77,1000,138650,CUSTOMER->DEPOT,34.105,35.981
154,2946091,77,1000,138650,DEPOT->CUSTOMER,34.086,35.959
155,2946091,78,1000,144439,CUSTOMER->DEPOT,30.876,32.472
156,2946091,78,1000,144439,DEPOT->CUSTOMER,30.832,32.428
157,2946091,79,1000,922957,CUSTOMER->DEPOT,0.541,1.342
158,2946091,79,1000,922957,DEPOT->CUSTOMER,0.541,1.342
159,2946091,80,1000,142995,CUSTOMER->DEPOT,21.056,23.463
160,2946091,80,1000,142995,DEPOT->CUSTOMER,20.931,23.551
161,2946091,81,1000,133394,CUSTOMER->DEPOT,48.211,55.165
162,2946091,81,1000,133394,DEPOT->CUSTOMER,47.714,54.901
163,2946091,82,1000,133395,CUSTOMER->DEPOT,50.028,54.714
164,2946091,82,1000,133395,DEPOT->CUSTOMER,49.724,54.703
165,2946091,83,1000,923124,CUSTOMER->DEPOT,21.067,22.726
166,2946091,83,1000,923124,DEPOT->CUSTOMER,21.328,23.309
167,2946091,84,1000,7634,CUSTOMER->DEPOT,24.712,30.305
168,2946091,84,1000,7634,DEPOT->CUSTOMER,24.159,29.931
169,2946091,85,1000,135717,CUSTOMER->DEPOT,25.932,29.491
170,2946091,85,1000,135717,DEPOT->CUSTOMER,25.946,29.524
171,2946091,86,1000,145229,CUSTOMER->DEPOT,0.847,1.881
172,2946091,86,1000,145229,DEPOT->CUSTOMER,0.847,1.881
173,2946091,87,1000,1387,CUSTOMER->DEPOT,28.786,30.074
174,2946091,87,1000,1387,DEPOT->CUSTOMER,28.742,30.03
175,2946091,88,1000,921035,CUSTOMER->DEPOT,30.63,31.977
176,2946091,88,1000,921035,DEPOT->CUSTOMER,30.586,31.933
177,2946091,89,1000,923716,CUSTOMER->DEPOT,51.954,58.96
178,2946091,89,1000,923716,DEPOT->CUSTOMER,51.457,58.696
179,2946091,90,1000,139432,CUSTOMER->DEPOT,2.949,3.696
180,2946091,90,1000,139432,DEPOT->CUSTOMER,2.949,3.696
181,2946091,91,1000,921932,CUSTOMER->DEPOT,47.037,51.678
182,2946091,91,1000,921932,DEPOT->CUSTOMER,47.154,51.788
183,2946091,92,1000,922911,CUSTOMER->DEPOT,71.911,74.459
184,2946091,92,1000,922911,DEPOT->CUSTOMER,71.039,74.36
185,2946091,93,1000,923700,DEPOT->CUSTOMER,26.632,30.206
186,2946091,93,1000,923700,CUSTOMER->DEPOT,26.618,30.173
187,2946091,94,1000,920968,DEPOT->CUSTOMER,22.801,25.916
188,2946091,94,1000,920968,CUSTOMER->DEPOT,22.789,25.872
189,2946091,95,1000,921042,DEPOT->CUSTOMER,65.097,67.276
190,2946091,95,1000,921042,CUSTOMER->DEPOT,65.179,67.353
191,2946091,96,1000,145171,DEPOT->CUSTOMER,29.669,30.921
192,2946091,96,1000,145171,CUSTOMER->DEPOT,29.713,30.965
193,2946091,97,1000,145160,DEPOT->CUSTOMER,4.456,5.225
194,2946091,97,1000,145160,CUSTOMER->DEPOT,4.47,5.236
195,2946091,98,1000,140401,DEPOT->CUSTOMER,23.401,26.84
196,2946091,98,1000,140401,CUSTOMER->DEPOT,23.389,26.807
197,2946091,99,1000,921231,DEPOT->CUSTOMER,56.997,60.016
198,2946091,99,1000,921231,CUSTOMER->DEPOT,57.478,60.28
199,2946091,100,1000,133893,DEPOT->CUSTOMER,65.13,67.529
200,2946091,100,1000,133893,CUSTOMER->DEPOT,65.078,67.375
201,2946091,101,1000,923322,DEPOT->CUSTOMER,20.977,23.738
202,2946091,101,1000,923322,CUSTOMER->DEPOT,21.519,24.057
203,2946091,102,1000,136297,DEPOT->CUSTOMER,11.2,12.177
204,2946091,102,1000,136297,CUSTOMER->DEPOT,11.214,12.199
205,2946091,103,1000,1676,DEPOT->CUSTOMER,46.32,50.941
206,2946091,103,1000,1676,CUSTOMER->DEPOT,46.203,50.831
207,2946091,104,1000,1805,DEPOT->CUSTOMER,1.921,3.212
208,2946091,104,1000,1805,CUSTOMER->DEPOT,1.82,3.08
209,2946091,105,1000,923762,DEPOT->CUSTOMER,65.2,67.54
210,2946091,105,1000,923762,CUSTOMER->DEPOT,65.283,67.628
211,2946091,106,1000,140023,DEPOT->CUSTOMER,31.351,32.923
212,2946091,106,1000,140023,CUSTOMER->DEPOT,31.395,32.967
213,2946091,107,1000,1665,DEPOT->CUSTOMER,65.327,67.859
214,2946091,107,1000,1665,CUSTOMER->DEPOT,65.41,67.947
215,2922001,1,1000,138642,DEPOT->CUSTOMER,125.617,130.636
216,2922001,1,1000,138642,CUSTOMER->DEPOT,126.103,130.097
217,2922001,2,1000,1080,DEPOT->CUSTOMER,0.606,1.353
218,2922001,2,1000,1080,CUSTOMER->DEPOT,0.606,1.353
219,2922001,3,1000,138315,DEPOT->CUSTOMER,20.432,21.78
220,2922001,3,1000,138315,CUSTOMER->DEPOT,20.434,21.78
221,2922001,4,1000,587,DEPOT->CUSTOMER,28.349,36.124
222,2922001,4,1000,587,CUSTOMER->DEPOT,28.349,36.124
223,2922001,5,1000,921607,DEPOT->CUSTOMER,28.02,35.739
224,2922001,5,1000,921607,CUSTOMER->DEPOT,27.999,35.717
225,2922001,6,1000,135890,DEPOT->CUSTOMER,28.178,35.937
226,2922001,6,1000,135890,CUSTOMER->DEPOT,28.178,35.937
227,2922001,7,1000,138089,DEPOT->CUSTOMER,21.731,22.957
228,2922001,7,1000,138089,CUSTOMER->DEPOT,21.605,22.814
229,2922001,8,1000,140114,DEPOT->CUSTOMER,107.439,111.474
230,2922001,8,1000,140114,CUSTOMER->DEPOT,107.915,111.738
231,2922001,9,1000,12632,DEPOT->CUSTOMER,117.638,135.476
232,2922001,9,1000,12632,CUSTOMER->DEPOT,118.087,135.773
233,2922001,10,1000,920597,DEPOT->CUSTOMER,33.149,39.127
234,2922001,10,1000,920597,CUSTOMER->DEPOT,33.228,39.347
235,2922001,11,1000,142817,DEPOT->CUSTOMER,21.337,22.781
236,2922001,11,1000,142817,CUSTOMER->DEPOT,21.152,22.638
237,2922001,12,1000,920532,DEPOT->CUSTOMER,128.081,134.123
238,2922001,12,1000,920532,CUSTOMER->DEPOT,128.948,134.222
239,2922001,13,1000,923922,DEPOT->CUSTOMER,125.191,129.976
240,2922001,13,1000,923922,CUSTOMER->DEPOT,126.071,130.086
241,2922001,14,1000,352,DEPOT->CUSTOMER,20.405,21.428
242,2922001,14,1000,352,CUSTOMER->DEPOT,20.413,21.439
243,2922001,15,1000,924068,DEPOT->CUSTOMER,127.044,132.968
244,2922001,15,1000,924068,CUSTOMER->DEPOT,127.911,133.067
245,2922001,16,1000,137731,DEPOT->CUSTOMER,23.785,27.665
246,2922001,16,1000,137731,CUSTOMER->DEPOT,23.771,27.632
247,2922001,17,1000,920120,DEPOT->CUSTOMER,125.828,131.571
248,2922001,17,1000,920120,CUSTOMER->DEPOT,126.73,131.681
249,2922001,18,1000,138643,DEPOT->CUSTOMER,125.205,130.031
250,2922001,18,1000,138643,CUSTOMER->DEPOT,126.085,130.141
251,2922001,19,1000,920105,DEPOT->CUSTOMER,81.498,84.469
252,2922001,19,1000,920105,CUSTOMER->DEPOT,82.37,84.568
253,2922001,20,1000,922636,DEPOT->CUSTOMER,29.251,32.857
254,2922001,20,1000,922636,CUSTOMER->DEPOT,29.237,32.824
255,2922001,21,1000,142550,DEPOT->CUSTOMER,116.05,132.638
256,2922001,21,1000,142550,CUSTOMER->DEPOT,116.525,132.88
257,2922001,22,1000,141004,DEPOT->CUSTOMER,11.284,12.155
258,2922001,22,1000,141004,CUSTOMER->DEPOT,11.298,12.177
259,2922001,23,1000,923163,DEPOT->CUSTOMER,30.163,33.66
260,2922001,23,1000,923163,CUSTOMER->DEPOT,30.138,33.638
261,2922001,24,1000,15020,DEPOT->CUSTOMER,20.986,22.583
262,2922001,24,1000,15020,CUSTOMER->DEPOT,20.961,22.539
263,2922001,25,1000,15021,DEPOT->CUSTOMER,20.408,21.571
264,2922001,25,1000,15021,CUSTOMER->DEPOT,20.41,21.571
265,2922001,26,1000,15026,DEPOT->CUSTOMER,1.788,3.091
266,2922001,26,1000,15026,CUSTOMER->DEPOT,2.003,3.366
267,2922001,27,1000,144810,DEPOT->CUSTOMER,125.737,130.977
268,2922001,27,1000,144810,CUSTOMER->DEPOT,126.618,131.087
269,2922001,28,1000,136088,DEPOT->CUSTOMER,21.376,22.913
270,2922001,28,1000,136088,CUSTOMER->DEPOT,21.113,22.506
271,2922001,29,1000,136174,DEPOT->CUSTOMER,30.162,33.66
272,2922001,29,1000,136174,CUSTOMER->DEPOT,30.136,33.638
273,2922001,30,1000,921615,DEPOT->CUSTOMER,108.01,112.299
274,2922001,30,1000,921615,CUSTOMER->DEPOT,108.486,112.563
275,2922001,31,1000,920284,DEPOT->CUSTOMER,115.738,122.936
276,2922001,31,1000,920284,CUSTOMER->DEPOT,116.218,123.2
277,2922001,32,1000,9,DEPOT->CUSTOMER,57.577,60.423
278,2922001,32,1000,9,CUSTOMER->DEPOT,58.053,60.687
279,2922001,33,1000,144284,DEPOT->CUSTOMER,60.801,64.889
280,2922001,33,1000,144284,CUSTOMER->DEPOT,61.277,65.142
281,2922001,34,1000,144285,DEPOT->CUSTOMER,59.019,62.469
282,2922001,34,1000,144285,CUSTOMER->DEPOT,59.495,62.722
283,2922001,35,1000,7572,DEPOT->CUSTOMER,20.894,22.396
284,2922001,35,1000,7572,CUSTOMER->DEPOT,20.902,22.407
285,2922001,36,1000,586,DEPOT->CUSTOMER,59.76,62.645
286,2922001,36,1000,586,CUSTOMER->DEPOT,60.236,62.909
287,2922001,37,1000,137599,DEPOT->CUSTOMER,125.95,131.087
288,2922001,37,1000,137599,CUSTOMER->DEPOT,126.812,130.966
289,2922001,38,1000,137634,DEPOT->CUSTOMER,21.749,23.672
290,2922001,38,1000,137634,CUSTOMER->DEPOT,21.757,23.683
291,2922001,39,1000,138929,DEPOT->CUSTOMER,127.066,132.715
292,2922001,39,1000,138929,CUSTOMER->DEPOT,127.933,132.814
293,2922001,40,1000,921090,DEPOT->CUSTOMER,125.783,131.131
294,2922001,40,1000,921090,CUSTOMER->DEPOT,126.663,131.241
295,2922001,41,1000,142832,DEPOT->CUSTOMER,125.825,130.889
296,2922001,41,1000,142832,CUSTOMER->DEPOT,126.705,130.999
297,2922001,42,1000,142873,DEPOT->CUSTOMER,126.395,131.307
298,2922001,42,1000,142873,CUSTOMER->DEPOT,127.293,131.472
299,2922001,43,1000,139925,DEPOT->CUSTOMER,58.665,61.534
300,2922001,43,1000,139925,CUSTOMER->DEPOT,59.141,61.798
301,2922001,44,1000,133537,DEPOT->CUSTOMER,20.113,21.12
302,2922001,44,1000,133537,CUSTOMER->DEPOT,20.121,21.131
303,2922001,45,1000,141516,DEPOT->CUSTOMER,32.838,38.368
304,2922001,45,1000,141516,CUSTOMER->DEPOT,32.795,38.324
305,2922001,46,1000,136885,DEPOT->CUSTOMER,28.385,36.157
306,2922001,46,1000,136885,CUSTOMER->DEPOT,28.364,36.135
307,2922001,47,1000,10825,DEPOT->CUSTOMER,23.633,27.291
308,2922001,47,1000,10825,CUSTOMER->DEPOT,23.401,27.038
309,2922001,48,1000,10564,DEPOT->CUSTOMER,128.512,134.761
310,2922001,48,1000,10564,CUSTOMER->DEPOT,129.379,134.86
311,2922001,49,1000,320,DEPOT->CUSTOMER,113.23,120.428
312,2922001,49,1000,320,CUSTOMER->DEPOT,113.709,120.703
313,2922001,50,1000,143063,DEPOT->CUSTOMER,32.134,41.888
314,2922001,50,1000,143063,CUSTOMER->DEPOT,32.16,41.734
315,2922001,51,1000,1619,DEPOT->CUSTOMER,58.73,61.699
316,2922001,51,1000,1619,CUSTOMER->DEPOT,59.206,61.952
317,2922001,52,1000,7585,DEPOT->CUSTOMER,115.546,123.398
318,2922001,52,1000,7585,CUSTOMER->DEPOT,116.026,123.662
319,2922001,53,1000,1973,DEPOT->CUSTOMER,58.405,61.281
320,2922001,53,1000,1973,CUSTOMER->DEPOT,58.881,61.545
321,2922001,54,1000,742,DEPOT->CUSTOMER,28.324,36.19
322,2922001,54,1000,742,CUSTOMER->DEPOT,28.324,36.19
323,2922001,55,1000,740,DEPOT->CUSTOMER,28.387,36.278
324,2922001,55,1000,740,CUSTOMER->DEPOT,28.387,36.278
325,2922001,56,1000,7525,DEPOT->CUSTOMER,1.997,3.421
326,2922001,56,1000,7525,CUSTOMER->DEPOT,1.857,3.234
327,2922001,57,1000,15202,DEPOT->CUSTOMER,2.133,3.608
328,2922001,57,1000,15202,CUSTOMER->DEPOT,2.532,4.125
329,2922001,58,1000,15206,DEPOT->CUSTOMER,19.637,21.318
330,2922001,58,1000,15206,CUSTOMER->DEPOT,19.445,20.999
331,2922001,59,1000,15209,DEPOT->CUSTOMER,31.638,35.629
332,2922001,59,1000,15209,CUSTOMER->DEPOT,31.595,35.585
333,2922001,60,1000,15247,DEPOT->CUSTOMER,20.624,22.044
334,2922001,60,1000,15247,CUSTOMER->DEPOT,20.626,22.044
335,2922001,61,1000,15249,DEPOT->CUSTOMER,20.873,22.297
336,2922001,61,1000,15249,CUSTOMER->DEPOT,20.865,22.297
337,2922001,62,1000,15250,DEPOT->CUSTOMER,19.904,21.296
338,2922001,62,1000,15250,CUSTOMER->DEPOT,19.91,21.307
339,2922001,63,1000,15251,DEPOT->CUSTOMER,21.047,23.474
340,2922001,63,1000,15251,CUSTOMER->DEPOT,21.041,23.463
341,2922001,64,1000,15252,DEPOT->CUSTOMER,31.081,33.528
342,2922001,64,1000,15252,CUSTOMER->DEPOT,31.562,33.792
343,2922001,65,1000,15253,DEPOT->CUSTOMER,21.503,23.452
344,2922001,65,1000,15253,CUSTOMER->DEPOT,21.491,23.683
345,2922001,66,1000,15328,DEPOT->CUSTOMER,20.812,22.165
346,2922001,66,1000,15328,CUSTOMER->DEPOT,20.869,22.308
347,2922001,67,1000,139007,DEPOT->CUSTOMER,21.399,22.99
348,2922001,67,1000,139007,CUSTOMER->DEPOT,21.09,22.429
349,2922001,68,1000,1031,DEPOT->CUSTOMER,125.818,130.922
350,2922001,68,1000,1031,CUSTOMER->DEPOT,126.838,131.219
351,2922001,69,1000,145260,DEPOT->CUSTOMER,125.748,131.01
352,2922001,69,1000,145260,CUSTOMER->DEPOT,126.629,131.131
353,2922001,70,1000,922087,DEPOT->CUSTOMER,81.654,84.711
354,2922001,70,1000,922087,CUSTOMER->DEPOT,82.525,84.81
355,2922001,71,1000,923817,DEPOT->CUSTOMER,31.305,33.088
356,2922001,71,1000,923817,CUSTOMER->DEPOT,31.331,32.934
357,2922001,72,1000,1709,DEPOT->CUSTOMER,20.965,22.473
358,2922001,72,1000,1709,CUSTOMER->DEPOT,20.973,22.484
359,2922001,73,1000,15189,DEPOT->CUSTOMER,32.623,37.785
360,2922001,73,1000,15189,CUSTOMER->DEPOT,32.605,37.796
361,2922001,74,1000,921523,DEPOT->CUSTOMER,20.026,26.84
362,2922001,74,1000,921523,CUSTOMER->DEPOT,20.026,26.84
363,2922001,75,1000,920497,CUSTOMER->DEPOT,31.934,36.322
364,2922001,75,1000,920497,DEPOT->CUSTOMER,31.977,36.366
365,2922001,76,1000,920118,DEPOT->CUSTOMER,28.032,35.739
366,2922001,76,1000,920118,CUSTOMER->DEPOT,28.032,35.739
367,2922001,77,1000,923033,CUSTOMER->DEPOT,3.416,5.434
368,2922001,77,1000,923033,DEPOT->CUSTOMER,3.018,4.906
369,2922001,78,1000,142634,CUSTOMER->DEPOT,20.367,22.308
370,2922001,78,1000,142634,DEPOT->CUSTOMER,20.343,22.253
371,2922001,79,1000,923731,DEPOT->CUSTOMER,27.985,35.695
372,2922001,79,1000,923731,CUSTOMER->DEPOT,27.964,35.673
373,2922001,80,1000,360,DEPOT->CUSTOMER,28.664,36.443
374,2922001,80,1000,360,CUSTOMER->DEPOT,28.643,36.421
375,2922001,81,1000,990,CUSTOMER->DEPOT,22.503,25.278
376,2922001,81,1000,990,DEPOT->CUSTOMER,22.515,25.311
377,2922001,82,1000,140883,DEPOT->CUSTOMER,126.904,131.769
378,2922001,82,1000,140883,CUSTOMER->DEPOT,127.802,131.934
379,2922001,83,1000,1487,DEPOT->CUSTOMER,5.244,6.259
380,2922001,83,1000,1487,CUSTOMER->DEPOT,5.258,6.281
381,2922001,84,1000,136298,DEPOT->CUSTOMER,25.638,33.803
382,2922001,84,1000,136298,CUSTOMER->DEPOT,25.638,33.803
383,2922001,85,1000,923132,CUSTOMER->DEPOT,32.794,34.419
384,2922001,85,1000,923132,DEPOT->CUSTOMER,32.768,34.573
385,2922001,86,1000,131242,DEPOT->CUSTOMER,19.758,26.565
386,2922001,86,1000,131242,CUSTOMER->DEPOT,19.758,26.565
387,2922001,87,1000,131246,DEPOT->CUSTOMER,4.467,5.357
