ID,route_id,customer_code_from,customer_code_to,distance_km,time_distance_min
156,2946091,138157,137670,12.368,12.672
157,2946091,138157,921733,66.71,69.212
158,2946091,138157,142110,101.802,104.588
159,2946091,138157,139187,65.408,67.639
160,2946091,138157,1934,98.712,100.76
161,2946091,138157,922075,8.276,8.404
162,2946091,138157,922805,8.379,8.503
163,2946091,138157,922327,29.102,33.902
164,2946091,138157,136510,8.094,8.349
165,2946091,138157,139168,20.801,31.295
166,2946091,138157,923589,10.987,11.154
167,2946091,138157,923590,29.055,34.045
168,2946091,138157,593,7.667,7.788
169,2946091,138157,1439,25.397,30.327
170,2946091,138157,922197,9.073,9.262
171,2946091,138157,1654,87.327,89.133
172,2946091,138157,131249,28.478,33.649
173,2946091,138157,131250,26.607,32.626
174,2946091,138157,131247,30.207,36.014
175,2946091,138157,131248,36.483,41.118
176,2946091,138157,921003,29.488,35.145
177,2946091,138157,922910,17.75,18.898
178,2946091,138157,132531,27.84,33.605
179,2946091,138157,144561,7.975,8.976
180,2946091,138157,1644,24.681,29.755
181,2946091,138157,606,69.883,71.489
182,2946091,138157,923951,100.854,102.861
183,2946091,138157,10538,100.855,102.861
184,2946091,138157,138650,69.572,71.555
185,2946091,138157,144439,67.072,69.861
186,2946091,138157,922957,47.444,53.735
187,2946091,138157,142995,27.649,32.89
188,2946091,138157,133394,0.361,0.363
189,2946091,138157,133395,9.315,9.46
190,2946091,138157,923124,28.816,34.32
191,2946091,138157,7634,23.041,29.535
192,2946091,138157,135717,31.771,36.344
193,2946091,138157,145229,47.698,54.956
194,2946091,138157,1387,65.924,67.518
195,2946091,138157,921035,67.769,69.421
196,2946091,138157,923716,4.772,4.84
197,2946091,138157,139432,44.9,51.095
198,2946091,138157,921932,6.806,6.908
199,2946091,138157,922911,106.525,109.945
200,2946091,138157,923700,32.457,37.026
201,2946091,138157,920968,28.886,34.342
202,2946091,138157,921042,100.582,102.861
203,2946091,138157,145171,66.851,68.409
204,2946091,138157,145160,53.041,57.068
205,2946091,138157,140401,28.804,33.627
206,2946091,138157,921231,18.027,18.48
207,2946091,138157,133893,100.615,103.114
208,2946091,138157,923322,26.901,32.01
209,2946091,138157,136297,54.394,63.943
210,2946091,138157,1676,7.64,7.755
211,2946091,138157,1805,51.819,55.968
212,2946091,138157,923762,100.686,103.136
213,2946091,138157,140023,66.159,68.475
214,2946091,138157,1665,100.813,103.444
215,2946091,26,138087,59.974,63.8
216,2946091,26,138157,66.609,68.64
217,2946091,26,26,0.0,0.0
218,2946091,26,478,34.276,35.541
219,2946091,26,921127,84.647,87.142
220,2946091,26,15076,3.243,4.356
221,2946091,26,921302,50.115,52.107
222,2946091,26,454,3.703,4.477
223,2946091,26,1408,50.189,52.393
224,2946091,26,922636,58.052,61.842
225,2946091,26,141727,35.967,37.73
226,2946091,26,15027,59.307,60.94
227,2946091,26,137381,35.927,37.598
228,2946091,26,1998,16.723,18.216
229,2946091,26,922451,1.501,2.046
230,2946091,26,1425,47.181,48.345
231,2946091,26,1016,58.834,60.456
232,2946091,26,131768,49.611,51.414
233,2946091,26,131511,52.471,56.243
234,2946091,26,132462,51.097,53.933
235,2946091,26,922334,55.898,58.047
236,2946091,26,15221,36.053,37.994
237,2946091,26,136836,0.312,0.869
238,2946091,26,10825,52.434,56.276
239,2946091,26,921872,49.871,53.108
240,2946091,26,138142,35.993,37.026
241,2946091,26,923142,53.128,75.262
242,2946091,26,1118,59.745,62.04
243,2946091,26,144680,18.097,19.162
244,2946091,26,143559,35.973,37.356
245,2946091,26,131332,35.6,36.872
246,2946091,26,131334,36.323,37.818
247,2946091,26,131336,24.981,28.633
248,2946091,26,131337,36.532,38.104
249,2946091,26,2038,1.195,1.738
250,2946091,26,131469,59.426,61.314
251,2946091,26,739,67.067,69.773
252,2946091,26,738,63.782,65.813
253,2946091,26,7521,1.334,1.804
254,2946091,26,7930,66.927,68.959
255,2946091,26,7935,84.501,86.856
256,2946091,26,7945,84.28,87.362
257,2946091,26,7959,36.612,37.631
258,2946091,26,15203,59.306,61.391
259,2946091,26,15208,50.143,51.623
260,2946091,26,15253,50.304,52.437
261,2946091,26,143115,1.13,2.486
262,2946091,26,921336,50.055,52.096
263,2946091,26,137670,65.842,67.969
264,2946091,26,921733,1.41,1.947
265,2946091,26,142110,36.904,38.698
266,2946091,26,139187,0.931,2.046
267,2946091,26,1934,33.813,34.881
268,2946091,26,922075,58.94,60.555
269,2946091,26,922805,58.806,60.412
270,2946091,26,922327,49.187,50.391
271,2946091,26,136510,74.703,76.978
272,2946091,26,139168,60.289,64.13
273,2946091,26,923589,55.998,57.563
274,2946091,26,923590,49.616,51.018
275,2946091,26,593,74.276,76.417
276,2946091,26,1439,51.092,53.889
277,2946091,26,922197,57.991,59.631
278,2946091,26,1654,22.429,23.254
279,2946091,26,131249,50.122,51.722
280,2946091,26,131250,51.285,55.088
281,2946091,26,131247,50.768,52.987
282,2946091,26,131248,59.459,63.272
283,2946091,26,921003,50.049,52.118
284,2946091,26,922910,84.359,87.538
285,2946091,26,132531,48.759,50.391
286,2946091,26,144561,59.771,62.26
287,2946091,26,1644,51.953,54.813
288,2946091,26,606,4.985,5.61
289,2946091,26,923951,35.956,36.982
290,2946091,26,10538,35.956,36.982
291,2946091,26,138650,4.674,5.676
292,2946091,26,144439,1.419,2.134
293,2946091,26,922957,29.256,30.206
294,2946091,26,142995,49.732,52.536
295,2946091,26,133394,66.248,68.266
296,2946091,26,133395,62.789,64.757
297,2946091,26,923124,50.129,52.294
298,2946091,26,7634,52.96,58.916
299,2946091,26,135717,54.747,58.509
300,2946091,26,145229,29.411,31.152
301,2946091,26,1387,1.302,1.903
302,2946091,26,921035,1.173,1.639
303,2946091,26,923716,71.381,73.48
304,2946091,26,139432,31.75,32.681
305,2946091,26,921932,60.219,61.842
306,2946091,26,922911,41.627,44.066
307,2946091,26,923700,55.433,59.191
308,2946091,26,920968,51.602,54.901
309,2946091,26,921042,35.684,36.982
310,2946091,26,145171,0.373,0.759
311,2946091,26,145160,25.379,26.213
312,2946091,26,140401,52.202,55.825
313,2946091,26,921231,84.636,87.12
314,2946091,26,133893,35.717,37.235
315,2946091,26,923322,49.778,52.723
316,2946091,26,136297,18.815,19.657
317,2946091,26,1676,59.385,60.995
318,2946091,26,1805,27.825,28.831
319,2946091,26,923762,35.787,37.257
320,2946091,26,140023,1.939,2.64
321,2946091,26,1665,35.914,37.565
322,2946091,478,138087,93.897,98.252
323,2946091,478,138157,98.845,101.2
324,2946091,478,26,34.315,35.574
325,2946091,478,478,0.0,0.0
326,2946091,478,921127,116.883,119.713
327,2946091,478,15076,33.7,34.958
328,2946091,478,921302,84.038,86.559
329,2946091,478,454,31.166,32.186
330,2946091,478,1408,84.112,86.845
331,2946091,478,922636,91.975,96.305
332,2946091,478,141727,1.54,2.409
333,2946091,478,15027,91.543,93.511
334,2946091,478,137381,1.501,2.277
335,2946091,478,1998,32.968,39.589
336,2946091,478,922451,32.946,33.814
337,2946091,478,1425,81.104,82.808
338,2946091,478,1016,91.07,93.027
339,2946091,478,131768,83.534,85.866
340,2946091,478,131511,86.394,90.695
341,2946091,478,132462,85.02,88.396
342,2946091,478,922334,88.134,90.618
343,2946091,478,15221,1.626,2.673
344,2946091,478,136836,33.933,35.332
345,2946091,478,10825,86.357,90.739
346,2946091,478,921872,83.794,87.571
347,2946091,478,138142,1.573,2.079
348,2946091,478,923142,87.051,109.714
349,2946091,478,1118,91.981,94.611
350,2946091,478,144680,18.342,19.239
351,2946091,478,143559,1.546,2.046
352,2946091,478,131332,1.174,1.551
353,2946091,478,131334,1.897,2.508
354,2946091,478,131336,13.832,16.764
355,2946091,478,131337,2.106,2.783
356,2946091,478,2038,33.19,34.067
357,2946091,478,131469,91.662,93.885
358,2946091,478,739,99.303,102.333
359,2946091,478,738,96.018,98.373
360,2946091,478,7521,33.205,34.001
361,2946091,478,7930,99.163,101.53
362,2946091,478,7935,116.737,119.427
363,2946091,478,7945,116.516,119.933
364,2946091,478,7959,2.418,2.959
365,2946091,478,15203,91.542,93.962
366,2946091,478,15208,84.066,86.086
367,2946091,478,15253,84.227,86.889
368,2946091,478,143115,33.701,35.123
369,2946091,478,921336,83.978,86.548
370,2946091,478,137670,98.078,100.54
371,2946091,478,921733,33.281,34.144
372,2946091,478,142110,2.478,3.388
373,2946091,478,139187,33.995,35.816
374,2946091,478,1934,1.396,1.793
375,2946091,478,922075,91.176,93.126
376,2946091,478,922805,91.042,92.983
377,2946091,478,922327,83.11,84.854
378,2946091,478,136510,106.939,109.549
379,2946091,478,139168,94.212,98.593
380,2946091,478,923589,88.234,90.123
381,2946091,478,923590,83.539,85.47
382,2946091,478,593,106.512,108.988
383,2946091,478,1439,85.015,88.341
384,2946091,478,922197,90.227,92.191
385,2946091,478,1654,11.891,12.386
386,2946091,478,131249,84.045,86.174
387,2946091,478,131250,85.208,89.54
388,2946091,478,131247,84.691,87.45
389,2946091,478,131248,93.382,97.735
390,2946091,478,921003,83.972,86.57
391,2946091,478,922910,116.595,120.109
392,2946091,478,132531,82.682,84.854
393,2946091,478,144561,92.007,94.831
394,2946091,478,1644,85.876,89.276
395,2946091,478,606,31.601,32.461
396,2946091,478,923951,1.762,2.31
397,2946091,478,10538,1.762,2.31
398,2946091,478,138650,32.137,33.385
399,2946091,478,144439,33.289,34.331
400,2946091,478,922957,63.179,64.669
401,2946091,478,142995,83.655,86.999
402,2946091,478,133394,98.484,100.837
403,2946091,478,133395,95.025,97.328
404,2946091,478,923124,84.052,86.757
405,2946091,478,7634,86.883,93.379
406,2946091,478,135717,88.67,92.972
407,2946091,478,145229,63.334,65.604
408,2946091,478,1387,35.225,36.366
409,2946091,478,921035,33.142,33.946
410,2946091,478,923716,103.617,106.051
411,2946091,478,139432,65.674,67.144
412,2946091,478,921932,92.455,94.413
413,2946091,478,922911,7.2,8.745
414,2946091,478,923700,89.356,93.643
415,2946091,478,920968,85.525,89.353
416,2946091,478,921042,1.257,1.661
417,2946091,478,145171,34.059,34.947
418,2946091,478,145160,59.302,60.676
419,2946091,478,140401,86.125,90.288
420,2946091,478,921231,116.872,119.691
421,2946091,478,133893,1.291,1.914
422,2946091,478,923322,83.701,87.175
423,2946091,478,136297,52.738,54.12
424,2946091,478,1676,91.621,93.566
425,2946091,478,1805,61.748,63.294
426,2946091,478,923762,1.361,1.936
427,2946091,478,140023,33.809,34.837
428,2946091,478,1665,1.488,2.244
429,2946091,921127,138087,46.638,47.146
430,2946091,921127,138157,18.038,18.513
431,2946091,921127,26,85.026,87.406
432,2946091,921127,478,117.213,119.933
433,2946091,921127,921127,0.0,0.0
434,2946091,921127,15076,85.297,87.703
435,2946091,921127,921302,38.448,39.71
436,2946091,921127,454,86.639,88.869
437,2946091,921127,1408,38.958,40.887
438,2946091,921127,922636,44.716,45.199
439,2946091,921127,141727,118.903,122.111
440,2946091,921127,15027,25.95,26.565
441,2946091,921127,137381,118.864,121.99
442,2946091,921127,1998,101.357,104.5
443,2946091,921127,922451,84.879,88.187
444,2946091,921127,1425,39.11,40.942
445,2946091,921127,1016,26.225,26.851
446,2946091,921127,131768,37.689,38.687
447,2946091,921127,131511,39.135,39.589
448,2946091,921127,132462,35.055,35.915
449,2946091,921127,922334,44.327,46.728
450,2946091,921127,15221,118.989,122.386
451,2946091,921127,136836,84.055,87.571
452,2946091,921127,10825,39.098,39.633
453,2946091,921127,921872,39.021,42.768
454,2946091,921127,138142,118.93,121.407
455,2946091,921127,923142,57.151,70.18
456,2946091,921127,1118,25.211,26.18
457,2946091,921127,144680,101.034,103.543
458,2946091,921127,143559,118.909,121.748
459,2946091,921127,131332,118.537,121.253
460,2946091,921127,131334,119.26,122.21
461,2946091,921127,131336,107.917,113.025
462,2946091,921127,131337,119.469,122.485
463,2946091,921127,2038,85.829,88.033
464,2946091,921127,131469,26.143,27.016
465,2946091,921127,739,33.219,34.078
466,2946091,921127,738,28.346,29.018
467,2946091,921127,7521,85.026,88.033
468,2946091,921127,7930,17.721,18.183
469,2946091,921127,7935,0.214,0.473
470,2946091,921127,7945,1.387,2.31
471,2946091,921127,7959,119.549,122.012
472,2946091,921127,15203,26.183,27.049
473,2946091,921127,15208,38.557,39.49
474,2946091,921127,15253,39.382,40.975
475,2946091,921127,143115,84.173,86.988
476,2946091,921127,921336,38.824,40.601
477,2946091,921127,137670,30.406,31.185
478,2946091,921127,921733,84.748,87.714
479,2946091,921127,142110,119.841,123.09
480,2946091,921127,139187,83.446,86.152
481,2946091,921127,1934,116.75,119.273
482,2946091,921127,922075,26.314,26.906
483,2946091,921127,922805,26.417,27.016
484,2946091,921127,922327,38.742,39.413
485,2946091,921127,136510,10.159,10.637
486,2946091,921127,139168,30.441,36.806
487,2946091,921127,923589,29.026,29.667
488,2946091,921127,923590,38.695,39.556
489,2946091,921127,593,10.371,10.725
490,2946091,921127,1439,35.037,35.838
491,2946091,921127,922197,27.112,27.764
492,2946091,921127,1654,105.366,107.646
493,2946091,921127,131249,38.118,39.16
494,2946091,921127,131250,36.247,38.137
495,2946091,921127,131247,39.847,41.536
496,2946091,921127,131248,46.123,46.629
497,2946091,921127,921003,39.128,40.656
498,2946091,921127,922910,1.466,2.475
499,2946091,921127,132531,37.48,39.116
500,2946091,921127,144561,26.013,27.478
501,2946091,921127,1644,34.321,35.266
502,2946091,921127,606,87.921,90.002
503,2946091,921127,923951,118.892,121.374
504,2946091,921127,10538,118.893,121.374
505,2946091,921127,138650,87.61,90.057
506,2946091,921127,144439,85.11,88.374
507,2946091,921127,922957,57.084,59.246
508,2946091,921127,142995,37.289,38.401
509,2946091,921127,133394,18.399,18.876
510,2946091,921127,133395,27.354,27.962
511,2946091,921127,923124,38.456,39.831
512,2946091,921127,7634,32.681,35.046
513,2946091,921127,135717,41.411,41.866
514,2946091,921127,145229,57.338,60.467
515,2946091,921127,1387,83.963,86.031
516,2946091,921127,921035,85.807,87.923
517,2946091,921127,923716,13.267,13.662
518,2946091,921127,139432,54.54,56.617
519,2946091,921127,921932,24.844,25.421
520,2946091,921127,922911,124.563,128.458
521,2946091,921127,923700,42.097,42.537
522,2946091,921127,920968,38.526,39.853
523,2946091,921127,921042,118.62,121.374
524,2946091,921127,145171,84.89,86.922
525,2946091,921127,145160,60.898,63.063
526,2946091,921127,140401,38.444,39.138
527,2946091,921127,921231,0.035,0.077
528,2946091,921127,133893,118.654,121.627
529,2946091,921127,923322,36.541,37.532
530,2946091,921127,136297,67.642,70.026
531,2946091,921127,1676,25.678,26.268
532,2946091,921127,1805,59.389,61.677
533,2946091,921127,923762,118.724,121.638
534,2946091,921127,140023,84.198,86.977
535,2946091,921127,1665,118.851,121.957
536,2946091,15076,138087,62.206,66.077
537,2946091,15076,138157,66.927,68.981
538,2946091,15076,26,3.243,4.356
539,2946091,15076,478,33.698,34.958
540,2946091,15076,921127,84.965,87.483
541,2946091,15076,15076,0.0,0.0
542,2946091,15076,921302,52.347,54.384
543,2946091,15076,454,3.124,3.894
544,2946091,15076,1408,52.421,54.67
545,2946091,15076,922636,60.284,64.13
546,2946091,15076,141727,35.388,37.147
547,2946091,15076,15027,59.625,61.281
548,2946091,15076,137381,35.348,37.026
549,2946091,15076,1998,18.74,19.646
550,2946091,15076,922451,1.985,2.926
551,2946091,15076,1425,49.413,50.633
552,2946091,15076,1016,59.152,60.797
553,2946091,15076,131768,51.843,53.691
554,2946091,15076,131511,54.703,58.52
555,2946091,15076,132462,53.329,56.221
556,2946091,15076,922334,56.216,58.388
557,2946091,15076,15221,35.474,37.411
558,2946091,15076,136836,2.137,3.751
559,2946091,15076,10825,54.666,58.564
560,2946091,15076,921872,52.103,55.396
561,2946091,15076,138142,35.414,36.443
562,2946091,15076,923142,55.36,77.539
563,2946091,15076,1118,60.063,62.381
564,2946091,15076,144680,17.519,18.579
565,2946091,15076,143559,35.394,36.784
566,2946091,15076,131332,35.021,36.289
567,2946091,15076,131334,35.745,37.246
568,2946091,15076,131336,24.402,28.061
569,2946091,15076,131337,35.954,37.521
570,2946091,15076,2038,2.118,2.849
571,2946091,15076,131469,59.744,61.655
572,2946091,15076,739,67.385,70.114
573,2946091,15076,738,64.1,66.154
574,2946091,15076,7521,2.132,2.783
575,2946091,15076,7930,67.245,69.3
576,2946091,15076,7935,84.819,87.197
577,2946091,15076,7945,84.598,87.703
578,2946091,15076,7959,36.033,37.048
579,2946091,15076,15203,59.624,61.732
580,2946091,15076,15208,52.375,53.911
581,2946091,15076,15253,52.536,54.714
582,2946091,15076,143115,1.348,1.947
583,2946091,15076,921336,52.287,54.373
584,2946091,15076,137670,66.16,68.31
585,2946091,15076,921733,1.855,2.453
586,2946091,15076,142110,36.325,38.126
587,2946091,15076,139187,1.828,3.003
588,2946091,15076,1934,33.235,34.298
589,2946091,15076,922075,59.258,60.896
590,2946091,15076,922805,59.124,60.753
591,2946091,15076,922327,51.419,52.679
592,2946091,15076,136510,75.021,77.319
593,2946091,15076,139168,62.521,66.418
594,2946091,15076,923589,56.316,57.904
595,2946091,15076,923590,51.848,53.295
596,2946091,15076,593,74.594,76.758
597,2946091,15076,1439,53.324,56.166
598,2946091,15076,922197,58.308,59.972
599,2946091,15076,1654,21.85,22.671
600,2946091,15076,131249,52.354,53.999
601,2946091,15076,131250,53.517,57.365
602,2946091,15076,131247,53.0,55.275
603,2946091,15076,131248,61.691,65.56
604,2946091,15076,921003,52.281,54.395
605,2946091,15076,922910,84.677,87.879
606,2946091,15076,132531,50.991,52.679
607,2946091,15076,144561,60.089,62.601
608,2946091,15076,1644,54.185,57.101
609,2946091,15076,606,4.406,5.038
610,2946091,15076,923951,35.377,36.399
611,2946091,15076,10538,35.378,36.399
612,2946091,15076,138650,2.605,3.443
613,2946091,15076,144439,2.217,3.113
614,2946091,15076,922957,31.488,32.494
615,2946091,15076,142995,51.964,54.824
616,2946091,15076,133394,66.566,68.607
617,2946091,15076,133395,63.107,65.098
618,2946091,15076,923124,52.361,54.582
619,2946091,15076,7634,55.192,61.204
620,2946091,15076,135717,56.979,60.797
621,2946091,15076,145229,31.643,33.429
622,2946091,15076,1387,3.703,4.367
623,2946091,15076,921035,2.07,2.717
624,2946091,15076,923716,71.699,73.821
625,2946091,15076,139432,33.982,34.969
626,2946091,15076,921932,60.537,62.183
627,2946091,15076,922911,41.048,43.483
628,2946091,15076,923700,57.665,61.468
629,2946091,15076,920968,53.834,57.178
630,2946091,15076,921042,35.105,36.399
631,2946091,15076,145171,2.987,3.729
632,2946091,15076,145160,27.611,28.501
633,2946091,15076,140401,54.434,58.113
634,2946091,15076,921231,84.954,87.461
635,2946091,15076,133893,35.138,36.652
636,2946091,15076,923322,52.01,55.0
637,2946091,15076,136297,21.047,21.934
638,2946091,15076,1676,59.703,61.336
639,2946091,15076,1805,30.057,31.119
640,2946091,15076,923762,35.208,36.674
641,2946091,15076,140023,1.304,1.727
642,2946091,15076,1665,35.336,36.993
643,2946091,921302,138087,10.701,13.926
644,2946091,921302,138157,28.87,34.287
645,2946091,921302,26,50.412,52.228
646,2946091,921302,478,84.296,86.647
647,2946091,921302,921127,38.526,39.798
648,2946091,921302,15076,52.686,54.549
649,2946091,921302,921302,0.0,0.0
650,2946091,921302,454,53.723,55.583
651,2946091,921302,1408,0.929,1.903
652,2946091,921302,922636,8.779,11.968
653,2946091,921302,141727,85.987,88.836
654,2946091,921302,15027,35.429,36.817
655,2946091,921302,137381,85.947,88.715
656,2946091,921302,1998,66.743,69.322
657,2946091,921302,922451,51.521,53.163
658,2946091,921302,1425,3.275,3.927
659,2946091,921302,1016,35.858,37.301
660,2946091,921302,131768,1.187,2.178
661,2946091,921302,131511,3.197,6.358
662,2946091,921302,132462,3.814,4.697
663,2946091,921302,922334,22.941,24.607
664,2946091,921302,15221,86.073,89.1
665,2946091,921302,136836,50.733,52.855
666,2946091,921302,10825,3.161,6.402
667,2946091,921302,921872,2.994,5.654
668,2946091,921302,138142,86.013,88.132
669,2946091,921302,923142,19.55,32.747
670,2946091,921302,1118,34.696,36.091
671,2946091,921302,144680,68.117,70.268
672,2946091,921302,143559,85.993,88.473
673,2946091,921302,131332,85.62,87.978
674,2946091,921302,131334,86.343,88.935
675,2946091,921302,131336,75.001,79.75
676,2946091,921302,131337,86.552,89.21
677,2946091,921302,2038,51.215,52.844
678,2946091,921302,131469,35.776,37.466
679,2946091,921302,739,20.787,21.747
680,2946091,921302,738,38.733,39.853
681,2946091,921302,7521,51.354,52.91
682,2946091,921302,7930,28.553,33.968
683,2946091,921302,7935,38.379,39.512
684,2946091,921302,7945,38.159,40.018
685,2946091,921302,7959,86.632,88.737
686,2946091,921302,15203,35.45,37.015
687,2946091,921302,15208,0.814,1.683
688,2946091,921302,15253,1.301,2.728
689,2946091,921302,143115,51.561,53.845
690,2946091,921302,921336,0.795,1.617
691,2946091,921302,137670,40.793,42.02
692,2946091,921302,921733,51.43,53.053
693,2946091,921302,142110,86.924,89.815
694,2946091,921302,139187,50.835,52.998
695,2946091,921302,1934,83.833,85.987
696,2946091,921302,922075,35.947,37.367
697,2946091,921302,922805,36.051,37.466
698,2946091,921302,922327,1.465,2.09
699,2946091,921302,136510,35.893,37.059
700,2946091,921302,139168,13.006,14.905
701,2946091,921302,923589,37.82,39.479
702,2946091,921302,923590,1.418,2.233
703,2946091,921302,593,36.106,37.147
704,2946091,921302,1439,3.809,4.653
705,2946091,921302,922197,35.906,37.587
706,2946091,921302,1654,72.449,74.36
707,2946091,921302,131249,0.47,1.012
708,2946091,921302,131250,4.002,5.852
709,2946091,921302,131247,2.246,4.092
